name,mmsi,imo,call_sign,vessel_type__sub_type,gross_tonnage,deadweight,length,year_built,built_at_(shipyard),country,url
SUGANYU04796 19 7.8V,412479619,-,-,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/suganyu04796-19-78v-mmsi-412479619
SUGANYU05113,412364503,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suganyu05113-mmsi-412364503
SUGANYU05278,412495098,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suganyu05278-mmsi-412495098
SUGANYU05512,412365377,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suganyu05512-mmsi-412365377
SUGANYU05958,412369910,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suganyu05958-mmsi-412369910
SUGANYU09277 3 99,600000062,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suganyu09277-3-99-mmsi-600000062
SUGANYU09429,412364271,-,-,Fishing / FISHING,-,-,29 m,-,-,China,https://magicport.ai/vessels/fishing/suganyu09429-mmsi-412364271
SUGANYU09569,412009569,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suganyu09569-mmsi-412009569
SUGANYU09682,412009682,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suganyu09682-mmsi-412009682
SUGANYUM69669,412369666,-,-,Fishing / FISHING,-,-,40 m,-,-,China,https://magicport.ai/vessels/fishing/suganyum69669-mmsi-412369666
SUGANYUYUN02388,412302388,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suganyuyun02388-mmsi-412302388
SUGANYUYUN05077,412005077,-,05077,Fishing / FISHING,-,-,44 m,-,-,China,https://magicport.ai/vessels/fishing/suganyuyun05077-mmsi-412005077
SUGANYUYUN09578,412353627,-,05699,Fishing / FISHING,-,-,34 m,-,-,China,https://magicport.ai/vessels/fishing/suganyuyun09578-mmsi-412353627
SUGUANNANYU03158,412003158,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suguannanyu03158-mmsi-412003158
SUGUANYUNYU60209,413360209,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suguanyunyu60209-mmsi-413360209
SUHAIANYU00326,412353258,-,-,Fishing / FISHING,-,-,38 m,-,-,China,https://magicport.ai/vessels/fishing/suhaianyu00326-mmsi-412353258
SUHAIANYU12033,412354182,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suhaianyu12033-mmsi-412354182
SUHAIANYU12081,412354202,-,0012081,Fishing / FISHING,-,-,16 m,-,-,China,https://magicport.ai/vessels/fishing/suhaianyu12081-mmsi-412354202
SUHAIANYU17249,412354173,-,-,Fishing / FISHING,-,-,40 m,-,-,China,https://magicport.ai/vessels/fishing/suhaianyu17249-mmsi-412354173
SUHAIANYUYANG08116,412354076,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suhaianyuyang08116-mmsi-412354076
SUHAIMENYU03079 37,200000413,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suhaimenyu03079-37-mmsi-200000413
SUIMARU,431016327,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/suimaru-mmsi-431016327
SUIYUANYU38,412549286,9917270,BZWA22,Unspecified / OTHER,340 MTs,-,37 m,2020,-,China,https://magicport.ai/vessels/unspecified/suiyuanyu38-mmsi-412549286
SUKA MULYA JS 3,525301203,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/suka-mulya-js-3-mmsi-525301203
SUKKWANG,440216840,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/sukkwang-mmsi-440216840
SULIANYUYANG03008,412353769,-,03008,Fishing / FISHING,-,-,30 m,-,-,-,https://magicport.ai/vessels/fishing/sulianyuyang03008-mmsi-412353769
SULTHAN,470253461,-,-,Fishing / FISHING,-,-,-,-,-,United Arab Emirates,https://magicport.ai/vessels/fishing/sulthan-mmsi-470253461
SUMAN JAYA PERKASA V,525800665,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/suman-jaya-perkasa-v-mmsi-525800665
SUMAN JY PERKASA 2,525700371,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/suman-jy-perkasa-2-mmsi-525700371
SUMBER NELAYAN 258,525301014,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/sumber-nelayan-258-mmsi-525301014
SUMBER NELAYAN 318,525301021,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/sumber-nelayan-318-mmsi-525301021
SUMBER NELAYAN 36,525800918,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/sumber-nelayan-36-mmsi-525800918
SUMBER RAHMAD BRKH,525800890,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/sumber-rahmad-brkh-mmsi-525800890
SUMBER REJEKI,525301917,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/sumber-rejeki-mmsi-525301917
SUMBER TUNA,525201393,-,YBA4272,Fishing / FISHING,-,-,26 m,-,-,-,https://magicport.ai/vessels/fishing/sumber-tuna-mmsi-525201393
SUMIHOUMARU NO.21,432401000,-,-,Unspecified / OTHER,-,-,-,-,-,Japan,https://magicport.ai/vessels/unspecified/sumihoumaru-no21-mmsi-432401000
SUMIYOSHIMARU,431018256,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/sumiyoshimaru-mmsi-431018256
SUMIYOSHIMARU,431017105,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/sumiyoshimaru-mmsi-431017105
SUMIYOSIMARU,431009953,-,-,Fishing / FISHING,-,-,21 m,-,-,Japan,https://magicport.ai/vessels/fishing/sumiyosimaru-mmsi-431009953
SUMMER KNIGHT,368044230,-,WDK3336,Fishing / FISHING,-,-,35 m,-,-,Usa,https://magicport.ai/vessels/fishing/summer-knight-mmsi-368044230
SUN STAR,440019070,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/sun-star-mmsi-440019070
SUNBONG,440022720,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/sunbong-mmsi-440022720
SUNG IL,440204210,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/sung-il-mmsi-440204210
SUNG KIAL HQ,440011960,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/sung-kial-hq-mmsi-440011960
SUNGJIN,440047490,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/sungjin-mmsi-440047490
SUNGLIM NO.5,440003180,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/sunglim-no5-mmsi-440003180
SUNHEUNG,440216850,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/sunheung-mmsi-440216850
SUNOURAMARU NO.8,431007581,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/sunouramaru-no8-mmsi-431007581
SUPER STAR,440201820,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/super-star-mmsi-440201820
SUPER WIN,525001222,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/super-win-mmsi-525001222
SUPERMAN,367518230,-,-,Unspecified / OTHER,-,-,-,-,-,Usa,https://magicport.ai/vessels/unspecified/superman-mmsi-367518230
SUQIYU02256B9 90,412256809,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suqiyu02256b9-90-mmsi-412256809
SUQIYU03617,412003617,-,05102,Fishing / FISHING,-,-,19 m,-,-,China,https://magicport.ai/vessels/fishing/suqiyu03617-mmsi-412003617
SUQIYU03618,326003618,-,03618,Fishing / FISHING,-,-,36 m,-,-,-,https://magicport.ai/vessels/fishing/suqiyu03618-mmsi-326003618
SUQIYU03650 5 90,412365005,-,-,Fishing / FISHING,-,-,8 m,-,-,China,https://magicport.ai/vessels/fishing/suqiyu03650-5-90-mmsi-412365005
SUQIYU04218 37 48,412421837,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suqiyu04218-37-48-mmsi-412421837
SUQIYU04479 6 90,412447906,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suqiyu04479-6-90-mmsi-412447906
SUQIYU04719 15 8.1V,201219015,-,-,Fishing / FISHING,-,-,8 m,-,-,-,https://magicport.ai/vessels/fishing/suqiyu04719-15-81v-mmsi-201219015
SUQIYU04816,412358162,-,04816,Fishing / FISHING,-,-,48 m,-,-,China,https://magicport.ai/vessels/fishing/suqiyu04816-mmsi-412358162
SUQIYU12259,412003125,-,0000000,Fishing / FISHING,-,-,11 m,-,-,-,https://magicport.ai/vessels/fishing/suqiyu12259-mmsi-412003125
SUQIYU16805 11197,16805111,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suqiyu16805-11197-mmsi-16805111
SUQIYU18205,412352899,-,18205,Fishing / FISHING,-,-,28 m,-,-,China,https://magicport.ai/vessels/fishing/suqiyu18205-mmsi-412352899
SUQIYUYANG18303,412354235,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suqiyuyang18303-mmsi-412354235
SURAY AL JAOW,408901324,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/suray-al-jaow-mmsi-408901324
SURUYU02166 14,412216614,-,-,Fishing / FISHING,-,-,18 m,-,-,-,https://magicport.ai/vessels/fishing/suruyu02166-14-mmsi-412216614
SURUYU02288,412352768,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suruyu02288-mmsi-412352768
SURUYU02801,412352826,-,0000000,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/suruyu02801-mmsi-412352826
SURUYU0288872 91,412288872,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suruyu0288872-91-mmsi-412288872
SURUYU03116 02,412311602,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suruyu03116-02-mmsi-412311602
SURUYU03129,412352837,-,0000000,Fishing / FISHING,-,-,10 m,-,-,China,https://magicport.ai/vessels/fishing/suruyu03129-mmsi-412352837
SURUYU04191 60,412419160,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suruyu04191-60-mmsi-412419160
SURUYU04191 7,412419107,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suruyu04191-7-mmsi-412419107
SURUYU04556 65 98,412455665,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suruyu04556-65-98-mmsi-412455665
SURUYU04618 31,412461831,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suruyu04618-31-mmsi-412461831
SURUYU11013,412354578,-,11013,Fishing / FISHING,-,-,18 m,-,-,China,https://magicport.ai/vessels/fishing/suruyu11013-mmsi-412354578
SURUYU11055,412354675,-,0000000,Fishing / FISHING,-,-,11 m,-,-,China,https://magicport.ai/vessels/fishing/suruyu11055-mmsi-412354675
SURUYU14116,412354852,-,-,Fishing / FISHING,-,-,18 m,-,-,China,https://magicport.ai/vessels/fishing/suruyu14116-mmsi-412354852
SURUYU15022,412354659,-,-,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/suruyu15022-mmsi-412354659
SURUYUYAN6266,412353172,-,-,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suruyuyan6266-mmsi-412353172
SURUYUYANG05685,412356865,-,67578,Fishing / FISHING,-,-,-,-,-,China,https://magicport.ai/vessels/fishing/suruyuyang05685-mmsi-412356865
SURUYUYANG18666,412358881,-,0018666,Fishing / FISHING,-,-,20 m,-,-,China,https://magicport.ai/vessels/fishing/suruyuyang18666-mmsi-412358881
SURUYUYANG18696,412354826,-,-,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/suruyuyang18696-mmsi-412354826
SURUYUYANG18816,412354098,-,18816,Fishing / FISHING,-,-,30 m,-,-,China,https://magicport.ai/vessels/fishing/suruyuyang18816-mmsi-412354098
SURUYUYANG18838,412354113,-,18838,Fishing / FISHING,-,-,14 m,-,-,China,https://magicport.ai/vessels/fishing/suruyuyang18838-mmsi-412354113
SURUYUYANG19016,412353801,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suruyuyang19016-mmsi-412353801
SURYA MAKMUR PERDANA,525301782,-,-,Fishing / FISHING,-,-,17 m,-,-,Indonesia,https://magicport.ai/vessels/fishing/surya-makmur-perdana-mmsi-525301782
SUSHEYU01602 1 06,901602001,-,-,Fishing / FISHING,-,-,30 m,-,-,-,https://magicport.ai/vessels/fishing/susheyu01602-1-06-mmsi-901602001
SUSHEYU03373,412303373,-,03373,Fishing / FISHING,-,-,50 m,-,-,China,https://magicport.ai/vessels/fishing/susheyu03373-mmsi-412303373
SUSHEYU04688,412004688,-,04688,Fishing / FISHING,-,-,38 m,-,-,China,https://magicport.ai/vessels/fishing/susheyu04688-mmsi-412004688
SUSHEYU19777,412365895,-,19777,Fishing / FISHING,-,-,25 m,-,-,-,https://magicport.ai/vessels/fishing/susheyu19777-mmsi-412365895
SUTIND,257345620,-,LM6681,Fishing / FISHING,-,-,11 m,-,-,Norway,https://magicport.ai/vessels/fishing/sutind-mmsi-257345620
SUXIANGYU01188,412301188,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suxiangyu01188-mmsi-412301188
SUYANCHENGHUO060366,413805056,-,-,Fishing / FISHING,-,-,67 m,-,-,China,https://magicport.ai/vessels/fishing/suyanchenghuo060366-mmsi-413805056
SUYANG HO,440029640,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suyang-ho-mmsi-440029640
SUYANHUO85599,413983193,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/suyanhuo85599-mmsi-413983193
SUZUEIMARU,431010886,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/suzueimaru-mmsi-431010886
SVARTIFOSSUR,231108961,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/svartifossur-mmsi-231108961
SVATIND,257165920,-,LK4452,Fishing / FISHING,-,-,11 m,-,-,Norway,https://magicport.ai/vessels/fishing/svatind-mmsi-257165920
SWE THIT,506345406,-,-,Fishing / FISHING,-,-,-,-,-,Myanmar,https://magicport.ai/vessels/fishing/swe-thit-mmsi-506345406
SWORD STALKER,316048809,-,-,Fishing / FISHING,-,-,-,-,-,Canada,https://magicport.ai/vessels/fishing/sword-stalker-mmsi-316048809
SY VAN,574939658,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/sy-van-mmsi-574939658
SY996 3 99,415996603,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/sy996-3-99-mmsi-415996603
SYLVIA,367341510,-,-,Fishing / FISHING,-,-,-,-,-,Usa,https://magicport.ai/vessels/fishing/sylvia-mmsi-367341510
SYOFUKUMARU NO18,431019247,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/syofukumaru-no18-mmsi-431019247
SYORYUMARU NO.8,431012413,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/syoryumaru-no8-mmsi-431012413
SYOUEI,431021068,-,-,Fishing / FISHING,-,-,18 m,-,-,-,https://magicport.ai/vessels/fishing/syouei-mmsi-431021068
SYOUEIMARU NO.8,431006644,-,-,Fishing / FISHING,-,-,23 m,-,-,Japan,https://magicport.ai/vessels/fishing/syoueimaru-no8-mmsi-431006644
SYOUMARU,431008857,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/syoumaru-mmsi-431008857
SYOUSEIMARU,431023226,-,-,Fishing / FISHING,-,-,15 m,-,-,-,https://magicport.ai/vessels/fishing/syouseimaru-mmsi-431023226
SYUNKAIMARU,431017323,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/syunkaimaru-mmsi-431017323
T 5EMBAHRUKUN,525201601,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/t-5embahrukun-mmsi-525201601
T 7 7 EVFEE3TFP6,412285325,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/t-7-7-evfee3tfp6-mmsi-412285325
T 80 C5,574123038,-,3WND38,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/t-80-c5-mmsi-574123038
T L F22 G 455,574222106,-,102118,Fishing / FISHING,-,-,11 m,-,-,Vietnam,https://magicport.ai/vessels/fishing/t-l-f22-g-455-mmsi-574222106
T LUOI F5 G69,574693769,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/t-luoi-f5-g69-mmsi-574693769
T&L II,367403640,-,-,Unspecified / OTHER,-,-,-,-,-,Usa,https://magicport.ai/vessels/unspecified/tl-ii-mmsi-367403640
T800,123456128,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/t800-mmsi-123456128
TAA,408902129,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/taa-mmsi-408902129
TAE JIN HO,440505770,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/tae-jin-ho-mmsi-440505770
TAE PUNG,440090760,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/tae-pung-mmsi-440090760
TAE YANG,440312190,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/tae-yang-mmsi-440312190
TAEHYUNGHO,440022980,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/taehyungho-mmsi-440022980
TAEWONWON HO,440059430,-,500,Fishing / FISHING,-,-,11 m,-,-,-,https://magicport.ai/vessels/fishing/taewonwon-ho-mmsi-440059430
TAEYOUNG HO,440135950,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/taeyoung-ho-mmsi-440135950
TAI CONG THANH A36,574124578,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/tai-cong-thanh-a36-mmsi-574124578
TAI LOI 3,574101316,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/tai-loi-3-mmsi-574101316
TAI LOIB35,574101328,-,-,Fishing / FISHING,-,-,-,-,-,Vietnam,https://magicport.ai/vessels/fishing/tai-loib35-mmsi-574101328
TAI LUN 66658,416066658,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/tai-lun-66658-mmsi-416066658
TAI SHA 1754,200012483,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/tai-sha-1754-mmsi-200012483
TAI SHA 1764,200012654,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/tai-sha-1764-mmsi-200012654
TAI WAIV 8572,416458572,-,-,Fishing / FISHING,-,-,30 m,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-waiv-8572-mmsi-416458572
TAI WAN,416000931,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/tai-wan-mmsi-416000931
TAI WAN 00579,416458598,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-wan-00579-mmsi-416458598
TAI WAN 00582,416458601,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-wan-00582-mmsi-416458601
TAI WAN 00590,416458609,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-wan-00590-mmsi-416458609
TAI WAN 00593,416458613,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-wan-00593-mmsi-416458613
TAI WAN 00892,416458586,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-wan-00892-mmsi-416458586
TAI WAN 00900,416458584,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-wan-00900-mmsi-416458584
TAI WAN 00903,416458587,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-wan-00903-mmsi-416458587
TAI WAN 00910,416458589,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-wan-00910-mmsi-416458589
TAI XING N0.267,416005249,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-xing-n0267-mmsi-416005249
TAI YU 62233,416059621,-,-,Fishing / FISHING,-,-,-,-,-,Taiwan,https://magicport.ai/vessels/fishing/tai-yu-62233-mmsi-416059621
TAIBONG,440401740,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/taibong-mmsi-440401740
TAIBRIS,620999515,9264269,D6A3514,Unspecified / OTHER,-,-,49 m,2002,-,-,https://magicport.ai/vessels/unspecified/taibris-mmsi-620999515
TAIHEI MARU,431011005,-,-,Fishing / FISHING,-,-,27 m,-,-,Japan,https://magicport.ai/vessels/fishing/taihei-maru-mmsi-431011005
TAIHEIMARU,431008287,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/taiheimaru-mmsi-431008287
TAIHEIMARU,431020002,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/taiheimaru-mmsi-431020002
TAIKOMARU,431020369,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/taikomaru-mmsi-431020369
TAIR MEY,416010402,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/tair-mey-mmsi-416010402
TAISEI MARU,431010933,-,-,Fishing / FISHING,-,-,19 m,-,-,Japan,https://magicport.ai/vessels/fishing/taisei-maru-mmsi-431010933
TAISEIMARU,431012161,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/taiseimaru-mmsi-431012161
TAISEIMARU,431008205,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/taiseimaru-mmsi-431008205
TAISEIMARU,431013884,-,-,Fishing / FISHING,-,-,10 m,-,-,Japan,https://magicport.ai/vessels/fishing/taiseimaru-mmsi-431013884
TAISEIMARU,431019545,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/taiseimaru-mmsi-431019545
TAISHA1683,412467342,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/taisha1683-mmsi-412467342
TAISHA2133,412529477,-,2133,Fishing / FISHING,-,-,37 m,-,-,China,https://magicport.ai/vessels/fishing/taisha2133-mmsi-412529477
TAISHOUMARU NO2,431019315,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/taishoumaru-no2-mmsi-431019315
TAISYOUMARU,431012337,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/taisyoumaru-mmsi-431012337
TAITANHO,440702890,-,-,Fishing / FISHING,-,-,-,-,-,South Korea,https://magicport.ai/vessels/fishing/taitanho-mmsi-440702890
TAIWAN5029,416005029,-,0005029,Fishing / FISHING,-,-,23 m,-,-,Taiwan,https://magicport.ai/vessels/fishing/taiwan5029-mmsi-416005029
TAIWAN579,415000579,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/taiwan579-mmsi-415000579
TAIWAN587,415000587,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/taiwan587-mmsi-415000587
TAIYOUMARU,431013957,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/taiyoumaru-mmsi-431013957
TAIYUUMARU,431021038,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/taiyuumaru-mmsi-431021038
TAIZANMARU,431010126,-,-,Fishing / FISHING,-,-,20 m,-,-,Japan,https://magicport.ai/vessels/fishing/taizanmaru-mmsi-431010126
TAIZHANGFU88802,800523690,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/taizhangfu88802-mmsi-800523690
TAJRABA,408906641,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/tajraba-mmsi-408906641
TAKAEI MARU NO.38,431021118,-,-,Fishing / FISHING,-,-,12 m,-,-,Japan,https://magicport.ai/vessels/fishing/takaei-maru-no38-mmsi-431021118
TAKAHASHIMARU NO.8,431020074,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/takahashimaru-no8-mmsi-431020074
TAKE ME HOME,316015665,-,-,Fishing / FISHING,-,-,-,-,-,Canada,https://magicport.ai/vessels/fishing/take-me-home-mmsi-316015665
TAKEBAYASHITAKE MARU,431018961,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/takebayashitake-maru-mmsi-431018961
TAKIMARU NO 5,431010127,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/takimaru-no-5-mmsi-431010127
TAMAM,408901180,-,-,Fishing / FISHING,-,-,-,-,-,Bahrain,https://magicport.ai/vessels/fishing/tamam-mmsi-408901180
TAMAMARU,431007611,-,-,Fishing / FISHING,-,-,-,-,-,Japan,https://magicport.ai/vessels/fishing/tamamaru-mmsi-431007611
TAMBAH JAYA BARU,525500891,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/tambah-jaya-baru-mmsi-525500891
TAMBAH MAKMUR BARU,525301162,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/tambah-makmur-baru-mmsi-525301162
TAMBAH REJEKI VI,525500858,-,-,Fishing / FISHING,-,-,-,-,-,Indonesia,https://magicport.ai/vessels/fishing/tambah-rejeki-vi-mmsi-525500858
TAMBO,775991143,-,-,Fishing / FISHING,-,-,-,-,-,Venezuela,https://magicport.ai/vessels/fishing/tambo-mmsi-775991143
TAN TAI,574095441,-,-,Fishing / FISHING,-,-,-,-,-,-,https://magicport.ai/vessels/fishing/tan-tai-mmsi-574095441
TAN TAI S04 BAN10I,574710050,-,-,Fishing / FISHING,-,-,15 m,-,-,Vietnam,https://magicport.ai/vessels/fishing/tan-tai-s04-ban10i-mmsi-574710050
